dish_id,total_calories,total_mass,total_fat,total_carbs,total_protein,ingredients,sorted_ingredients
dish_1571944507,0,150,0,0,0,"turkey, cucumbers","cucumbers, turkey"
dish_1565033265,1324.084961,625,106.343002,19.202002,76.664001,"olives, mixed greens, broccoli, chicken, vinaigrette, olive oil","broccoli, chicken, mixed greens, olive oil, olives, vinaigrette"
dish_1565638365,612.350098,389,33.065617,36.632473,41.299091,"white rice, vinegar, pork, olive oil, mustard, zucchini, parsley, lettuce, carrot, pumpkin seeds, garlic, arugula, brown rice, onions, rosemary, salt, mixed greens","arugula, brown rice, carrot, garlic, lettuce, mixed greens, mustard, olive oil, onions, parsley, pork, pumpkin seeds, rosemary, salt, vinegar, white rice, zucchini"
dish_1559844490,108.360001,180,0.459,27.450001,1.359,"grapes, mandarin oranges","grapes, mandarin oranges"
dish_1563827162,319.539948,354,9.728971,34.357613,25.044996,"soy sauce, white rice, ginger, squash, olive oil, garlic, green onions, cheese pizza, broccoli, caesar salad, pineapple, chicken, spinach (raw), green beans, vinegar, zucchini, salt","broccoli, caesar salad, cheese pizza, chicken, garlic, ginger, green beans, green onions, olive oil, pineapple, salt, soy sauce, spinach (raw), squash, vinegar, white rice, zucchini"
dish_1565811390,205.092285,266,7.622345,21.70455,14.384672,"salmon, bok choy, salt, arugula, olive oil, brown rice, wheat berry, thyme, pepper","arugula, bok choy, brown rice, olive oil, pepper, salmon, salt, thyme, wheat berry"
dish_1561739649,208.233551,388,3.843097,39.756126,8.455999,"sweet potato, broccoli, raspberries, granola, blackberries, mixed greens, vinaigrette","blackberries, broccoli, granola, mixed greens, raspberries, sweet potato, vinaigrette"
dish_1558628711,129.064499,129,0.129,30.573,1.677,"yam, sweet potato","sweet potato, yam"
dish_1563897369,117.013657,179,2.395512,23.020489,1.591805,"cantaloupe, olive oil, sweet potato","cantaloupe, olive oil, sweet potato"
dish_1562702091,86.534729,214,5.066993,9.079793,2.838268,"cherry tomatoes, cauliflower, squash, vinegar, parsley, cucumbers, olive oil, garlic, mixed greens, carrot, salt","carrot, cauliflower, cherry tomatoes, cucumbers, garlic, mixed greens, olive oil, parsley, salt, squash, vinegar"
dish_1562008780,180.846405,195,14.93047,9.853951,4.773051,"goat cheese, vinegar, chard, blueberries, arugula, mixed greens, garlic, cauliflower, olives, pears, salt, pecans, mustard, olive oil","arugula, blueberries, cauliflower, chard, garlic, goat cheese, mixed greens, mustard, olive oil, olives, pears, pecans, salt, vinegar"
dish_1563900205,262.261963,301,14.248585,21.506342,12.863122,"sweet potato, broccoli, olive oil, scrambled eggs, cantaloupe","broccoli, cantaloupe, olive oil, scrambled eggs, sweet potato"
dish_1565897617,356.831787,211,22.75914,9.717452,29.763849,"salt, lime, olive oil, wheat berry, steak, green beans, garlic, cauliflower","cauliflower, garlic, green beans, lime, olive oil, salt, steak, wheat berry"
dish_1560887457,389.264343,246,14.28046,48.705952,17.193094,"caesar dressing, olive oil, pizza, kale, salt, croutons, parmesan cheese, eggplant","caesar dressing, croutons, eggplant, kale, olive oil, parmesan cheese, pizza, salt"
dish_1568401233,490.393372,418,22.600721,32.332966,38.631962,"salt, squash, carrot, tuna salad, olive oil","carrot, olive oil, salt, squash, tuna salad"
dish_1560802048,47.213894,83,1.904628,4.996577,3.07406,"squash, olive oil, salt, parmesan cheese, croutons, kale, caesar dressing","caesar dressing, croutons, kale, olive oil, parmesan cheese, salt, squash"
dish_1568060697,133.880005,161,9.880001,12.233,3.018,"onions, avocado, mixed greens","avocado, mixed greens, onions"
dish_1566317742,154.720001,254,2.908,28.464001,5.376,"blackberries, oatmeal","blackberries, oatmeal"
dish_1567801520,919.097168,600,42.248199,53.029022,79.971626,"white rice, sugar, garlic, soy sauce, caesar salad, salt, bok choy, pepper, pork","bok choy, caesar salad, garlic, pepper, pork, salt, soy sauce, sugar, white rice"
dish_1568405214,144.255814,152,9.715363,9.62549,6.820557,"mustard greens, olive oil, cucumbers, kale, tomatoes, salt, garlic, caesar dressing, croutons, vinegar, spinach (raw), parmesan cheese, mustard","caesar dressing, croutons, cucumbers, garlic, kale, mustard, mustard greens, olive oil, parmesan cheese, salt, spinach (raw), tomatoes, vinegar"
dish_1565641943,510.889587,307,15.704393,45.636108,44.918285,"thyme, salt, cheese pizza, olive oil, garlic, wheat berry, spinach (raw), quinoa, chicken breast, cherry tomatoes, asparagus, parmesan cheese","asparagus, cheese pizza, cherry tomatoes, chicken breast, garlic, olive oil, parmesan cheese, quinoa, salt, spinach (raw), thyme, wheat berry"
dish_1560444637,509.321014,285,31.757,25.587999,29.480999,"bacon, yam, strawberries, scrambled eggs","bacon, scrambled eggs, strawberries, yam"
dish_1568319769,356.3573,151,20.433649,32.601284,10.701418,"garlic, vinegar, radishes, olive oil, pizza, mustard, salt, cucumbers, bell peppers","bell peppers, cucumbers, garlic, mustard, olive oil, pizza, radishes, salt, vinegar"
dish_1565727791,121.074005,99,6.6,6.161,10.278,"mixed greens, broccoli, parmesan cheese","broccoli, mixed greens, parmesan cheese"
dish_1562613010,90.271996,128,0.608,1.696,18.848,"mixed greens, cod","cod, mixed greens"
dish_1565640842,307.429993,329,5.363,14.953,48.435001,"mixed greens, chicken, cucumbers, black beans","black beans, chicken, cucumbers, mixed greens"
dish_1564689108,203.66246,159,15.866496,13.156699,4.929469,"chickpeas, salt, garlic, blueberries, pepper, pears, arugula, mustard, olive oil, parsley, almonds, vinegar, spinach (raw), lemon juice, carrot","almonds, arugula, blueberries, carrot, chickpeas, garlic, lemon juice, mustard, olive oil, parsley, pears, pepper, salt, spinach (raw), vinegar"
dish_1563389626,498.620026,360,30.181793,12.393457,45.326939,"salt, pepper, grilled chicken, carrot, olive oil, cherry tomatoes","carrot, cherry tomatoes, grilled chicken, olive oil, pepper, salt"
dish_1559933818,115.066795,154,6.580434,12.20121,5.03466,"salt, olives, garlic, mustard, vinegar, brussels sprouts, olive oil, goat cheese, mixed greens, pears, pepper","brussels sprouts, garlic, goat cheese, mixed greens, mustard, olive oil, olives, pears, pepper, salt, vinegar"
dish_1562168471,312.665558,490,5.737881,50.066841,17.219376,"berries, brussels sprouts, roasted potatoes, egg whites, olive oil, pepper, pineapple, salt","berries, brussels sprouts, egg whites, olive oil, pepper, pineapple, roasted potatoes, salt"
dish_1567106693,359.160004,417,6.525,18.302,55.369999,"cherry tomatoes, onions, chicken, bell peppers, carrot","bell peppers, carrot, cherry tomatoes, chicken, onions"
dish_1559842409,359.192993,179,26.644001,24.451,13.334001,"strawberries, mandarin oranges, broccoli, almonds","almonds, broccoli, mandarin oranges, strawberries"
dish_1562963612,184.080002,156,7.228,21.632,9.048,"pizza, caesar salad","caesar salad, pizza"
dish_1563565323,229.530243,152,10.840512,21.651379,14.405099,"eggs, corn on the cob, ground turkey, thyme, kale, celery, salt, carrot, white rice, mushroom, cream, onions, olive oil, chive, garlic","carrot, celery, chive, corn on the cob, cream, eggs, garlic, ground turkey, kale, mushroom, olive oil, onions, salt, thyme, white rice"
dish_1566501153,1006.917969,419,83.761002,17.909,50.879002,"olives, carrot, spinach (raw), parmesan cheese, chicken, avocado, olive oil","avocado, carrot, chicken, olive oil, olives, parmesan cheese, spinach (raw)"
dish_1558639555,156.049011,320,1.278,38.18,2.725,"cantaloupe, corn on the cob, carrot, apple","apple, cantaloupe, carrot, corn on the cob"
dish_1568405466,153.099411,189,9.094378,17.452278,2.526578,"radishes, olive oil, cucumbers, rice noodles, tomatoes, carrot, mixed greens, soy sauce, green onions, pineapple, vinegar, spinach (raw), cabbage, mustard greens, mustard, salt, garlic","cabbage, carrot, cucumbers, garlic, green onions, mixed greens, mustard, mustard greens, olive oil, pineapple, radishes, rice noodles, salt, soy sauce, spinach (raw), tomatoes, vinegar"
dish_1566414291,345.14212,244,14.794408,46.021748,7.035223,"olive oil, roasted potatoes, quinoa","olive oil, quinoa, roasted potatoes"
dish_1565727851,406.473999,305,21.754999,13.028001,41.220005,"broccoli, parmesan cheese, chicken, olives, mixed greens","broccoli, chicken, mixed greens, olives, parmesan cheese"
dish_1563221495,365.269897,164,13.375453,29.243366,31.254427,"garlic, salt, olive oil, wheat berry, thyme, parmesan cheese, spinach (raw), pepperoni pizza, chicken breast, cherry tomatoes","cherry tomatoes, chicken breast, garlic, olive oil, parmesan cheese, pepperoni pizza, salt, spinach (raw), thyme, wheat berry"
dish_1560975628,348.272644,296,12.463076,32.350925,27.610699,"broccoli, hominy, olive oil, bell peppers, garlic, parsley, caesar salad, jalapenos, cabbage, wheat berry, tomatoes, chili, lime, salt, cheese pizza, lemon juice, chicken thighs","bell peppers, broccoli, cabbage, caesar salad, cheese pizza, chicken thighs, chili, garlic, hominy, jalapenos, lemon juice, lime, olive oil, parsley, salt, tomatoes, wheat berry"
dish_1558723894,757.612976,405,50.550999,68.302002,26.312002,"almonds, cauliflower, corn on the cob, apple","almonds, apple, cauliflower, corn on the cob"
dish_1566590987,639.911865,370,25.690851,8.976191,86.361153,"chicken, salmon, brown rice, arugula, olive oil, thyme, pepper, salt","arugula, brown rice, chicken, olive oil, pepper, salmon, salt, thyme"
dish_1563567599,194.226822,156,18.526054,6.482199,3.54373,"salt, garlic, olive oil, mustard, pecans, vinegar, chard, arugula, blueberries","arugula, blueberries, chard, garlic, mustard, olive oil, pecans, salt, vinegar"
dish_1566502472,132.919037,119,7.735376,15.924625,3.416664,"sun dried tomatoes, garlic, olive oil, mustard, cucumbers, vinegar, spinach (raw), onions, corn on the cob, salt","corn on the cob, cucumbers, garlic, mustard, olive oil, onions, salt, spinach (raw), sun dried tomatoes, vinegar"
dish_1561749908,377.262177,472,16.426279,22.846836,35.40324,"salt, cherry tomatoes, radishes, olive oil, thyme, cucumbers, arugula, brown rice, brussels sprouts, turnips, broccoli, salmon, pepper","arugula, broccoli, brown rice, brussels sprouts, cherry tomatoes, cucumbers, olive oil, pepper, radishes, salmon, salt, thyme, turnips"
dish_1566502061,408.339417,385,18.961866,33.701878,28.911758,"pork, corn on the cob, bok choy, pepper, garlic, soy sauce, white rice, sugar, salt, olive oil","bok choy, corn on the cob, garlic, olive oil, pepper, pork, salt, soy sauce, sugar, white rice"
dish_1563897492,339.673645,662,3.469512,34.759487,38.647804,"cantaloupe, broccoli, salsa, egg whites, olive oil, sweet potato","broccoli, cantaloupe, egg whites, olive oil, salsa, sweet potato"
dish_1563221025,245.445801,123,12.988835,4.359616,25.94677,"salt, white rice, parmesan cheese, pork, spinach (raw), arugula, parsley, garlic, chicken breast, cherry tomatoes, wheat berry, onions, rosemary, zucchini, thyme, olive oil","arugula, cherry tomatoes, chicken breast, garlic, olive oil, onions, parmesan cheese, parsley, pork, rosemary, salt, spinach (raw), thyme, wheat berry, white rice, zucchini"
dish_1565194906,451.795471,839,5.20372,56.647617,42.000122,"grapes, watermelon, pepper, salsa, carrot, salt, egg whites, olive oil, sweet potato","carrot, egg whites, grapes, olive oil, pepper, salsa, salt, sweet potato, watermelon"
dish_1560455059,25.550001,134,0.21,5.679,1.173,"cherry tomatoes, baby carrots, celery, cucumbers","baby carrots, celery, cherry tomatoes, cucumbers"
dish_1562785159,265.662659,315,27.1838,15.681798,32.891556,"green onions, salt, caesar salad, country rice, onions, olive oil, fish, garlic","caesar salad, country rice, fish, garlic, green onions, olive oil, onions, salt"
dish_1576100046,0,123,0,0,0,"olive oil, salt, eggplant, pesto","eggplant, olive oil, pesto, salt"
dish_1561752509,321.482025,224,16.378078,18.148424,25.445457,"tortilla, onions, chicken thighs, squash, cheese, tomatoes, salt, chili, garlic, cilantro, olive oil, turnips","cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, salt, squash, tomatoes, tortilla, turnips"
dish_1572627152,0,276,0,0,0,"scrambled eggs, salsa, zucchini","salsa, scrambled eggs, zucchini"
dish_1567525712,510.544769,184,40.46138,32.97702,6.916218,"salt, garlic, cucumbers, bell peppers, olive oil, mustard, bacon, vinegar, hash browns, radishes","bacon, bell peppers, cucumbers, garlic, hash browns, mustard, olive oil, radishes, salt, vinegar"
dish_1562096584,94.99057,90,4.666848,11.278716,2.650751,"beets, olive oil, vinegar, quinoa, artichokes, mixed greens, garlic, parsley, salt, green beans","artichokes, beets, garlic, green beans, mixed greens, olive oil, parsley, quinoa, salt, vinegar"
dish_1565637548,93.436127,102,2.244349,16.65864,2.245049,"pineapple, quinoa, olive oil","olive oil, pineapple, quinoa"
dish_1566502505,454.517365,275,22.45969,33.146801,31.874937,"sun dried tomatoes, bok choy, pork, corn on the cob, cucumbers, onions, salt, soy sauce, garlic, sugar, pepper, white rice, vinegar, spinach (raw), mustard, olive oil","bok choy, corn on the cob, cucumbers, garlic, mustard, olive oil, onions, pepper, pork, salt, soy sauce, spinach (raw), sugar, sun dried tomatoes, vinegar, white rice"
dish_1562963109,381.527283,488,33.556896,27.628859,35.212646,"garlic, lemon juice, onions, pepper, fish, quinoa, tomatillo, radishes, cilantro, salt, cucumbers, olive oil, arugula, jalapenos, cherry tomatoes, roasted potatoes","arugula, cherry tomatoes, cilantro, cucumbers, fish, garlic, jalapenos, lemon juice, olive oil, onions, pepper, quinoa, radishes, roasted potatoes, salt, tomatillo"
dish_1574711418,0,55,0,0,0,"broccoli, olive oil, bread crumbs, salt, jalapenos","bread crumbs, broccoli, jalapenos, olive oil, salt"
dish_1566847454,346.747437,210,16.620152,20.658922,27.281824,"arugula, wheat berry, pork, mayonnaise, parsley, olive oil, shallots, thyme, carrot, salt, quinoa, pepper, jalapenos, lemon juice, cabbage, garlic","arugula, cabbage, carrot, garlic, jalapenos, lemon juice, mayonnaise, olive oil, parsley, pepper, pork, quinoa, salt, shallots, thyme, wheat berry"
dish_1568401090,1158.98999,614,73.225998,18.445999,108.667999,"broccoli, mixed greens, avocado, olive oil, chicken","avocado, broccoli, chicken, mixed greens, olive oil"
dish_1561753075,945.670715,668,47.436813,46.316841,82.687485,"garlic, salmon, chicken thighs, onions, olive oil, chili, caesar salad, cilantro, cheese, pepper, brown rice, arugula, squash, thyme, tortilla, salt, tomatoes","arugula, brown rice, caesar salad, cheese, chicken thighs, chili, cilantro, garlic, olive oil, onions, pepper, salmon, salt, squash, thyme, tomatoes, tortilla"
dish_1561662160,41.838322,36,3.37508,2.752816,0.63016,"lemon juice, olive oil, onions, mixed greens, salt, apple, millet, parsley, vinegar","apple, lemon juice, millet, mixed greens, olive oil, onions, parsley, salt, vinegar"
dish_1572453726,0,160,0,0,0,"hash browns, broccoli, sausage, olive oil","broccoli, hash browns, olive oil, sausage"
dish_1565119439,465.412231,189,19.563423,42.858475,27.351355,"vinegar, millet, bok choy, beef, cheese pizza, spinach (cooked), shallots, salt, olive oil, onions","beef, bok choy, cheese pizza, millet, olive oil, onions, salt, shallots, spinach (cooked), vinegar"
dish_1566938026,450.576294,219,17.546904,37.536308,33.509502,"spinach (cooked), wine, cheese pizza, salt, lemon juice, squash, eggplant, mushroom, chicken thighs, olive oil, quinoa, garlic, shallots","cheese pizza, chicken thighs, eggplant, garlic, lemon juice, mushroom, olive oil, quinoa, salt, shallots, spinach (cooked), squash, wine"
dish_1562875940,386.66684,418,23.183083,52.980984,26.294006,"country rice, lime, parsley, jicama, fish, couscous, garlic, chive, salt, sour cream, nopales, olive oil, arugula, bok choy, pepper, carrot, corn","arugula, bok choy, carrot, chive, corn, country rice, couscous, fish, garlic, jicama, lime, nopales, olive oil, parsley, pepper, salt, sour cream"
dish_1562700760,370.130035,418,18.338949,16.083405,35.965889,"beef, cauliflower, shallots, spinach (cooked), olive oil, onions, vinegar, mushroom, millet, bok choy, salt","beef, bok choy, cauliflower, millet, mushroom, olive oil, onions, salt, shallots, spinach (cooked), vinegar"
